city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,property_tax
4,40,1,1,1,-0.14285714285714285,0,0,-0.30985915492957744,0.0023115220483641537
4,65,1,1,0,0.0,0,0,-0.3474178403755869,0.0022403982930298723
0,350,7,5,5,-0.42857142857142855,1,0,-0.5211267605633803,0.0
1,49,1,1,0,0.0,1,0,-0.1295774647887324,0.000817923186344239
1,78,3,2,2,0.0,1,0,0.046948356807511735,0.0024182076813655763
1,50,1,1,0,-0.2857142857142857,0,0,-0.24131455399061033,0.0005334281650071124
3,105,3,2,0,-0.2857142857142857,1,0,0.17370892018779344,0.00032005689900426745
2,58,2,2,2,0.7142857142857143,1,0,-0.051643192488262914,0.0
3,42,1,1,0,0.7142857142857143,0,1,0.323943661971831,0.0012091038406827881
4,36,1,1,0,0.14285714285714285,1,0,-0.23943661971830985,0.0006756756756756757
1,104,3,1,0,0.0,0,0,0.04225352112676056,0.002453769559032717
4,95,3,3,2,1.8571428571428572,0,1,0.323943661971831,0.004302987197724041
2,39,1,1,1,1.2857142857142858,1,0,-0.051643192488262914,0.0017780938833570415
1,42,1,1,0,0.2857142857142857,0,0,0.03004694835680751,0.0012091038406827881
1,42,1,1,0,-0.2857142857142857,1,0,-0.5211267605633803,0.00042674253200568996
1,300,4,5,3,0.8571428571428571,1,0,1.028169014084507,0.01632290184921764
4,150,3,2,1,-0.42857142857142855,1,0,-0.5211267605633803,0.003911806543385491
4,40,1,1,1,0.2857142857142857,1,0,-0.19248826291079812,0.0
4,400,4,4,6,0.7142857142857143,1,0,3.140845070422535,0.062233285917496446
4,36,1,1,0,0.42857142857142855,1,0,-0.23943661971830985,0.0021337126600284497
0,118,4,3,3,0.14285714285714285,1,0,0.3427230046948357,0.01159317211948791
4,110,3,3,2,-0.14285714285714285,1,1,0.41784037558685444,0.006827880512091039
4,156,3,2,2,1.0,1,0,1.6591549295774648,0.013691322901849219
4,350,7,4,2,-0.42857142857142855,1,0,-0.5211267605633803,0.010384068278805121
2,79,2,1,0,-0.42857142857142855,1,0,-0.10046948356807511,0.0029871977240398294
4,120,3,3,2,0.5714285714285714,1,0,2.2863849765258215,0.016002844950213372
4,90,2,1,1,-0.2857142857142857,1,0,0.41784037558685444,0.0017780938833570415
1,74,3,2,1,2.0,1,0,0.14178403755868543,0.003556187766714083
4,75,2,3,2,0.42857142857142855,0,0,-0.05258215962441314,0.002489331436699858
4,100,3,3,2,1.1428571428571428,1,1,0.4507042253521127,0.005334281650071124
0,95,3,2,2,0.0,1,0,-0.19248826291079812,0.005512091038406828
2,60,2,1,1,0.2857142857142857,1,0,-0.19248826291079812,0.0017780938833570415
4,200,4,4,3,0.2857142857142857,1,0,2.028169014084507,0.02965860597439545
2,31,1,1,0,0.14285714285714285,1,0,-0.2863849765258216,0.0009957325746799432
4,81,2,2,1,-0.2857142857142857,0,0,0.21784037558685446,0.002524893314366999
4,300,3,4,0,-0.42857142857142855,1,1,-0.5211267605633803,0.07112375533428165
4,108,4,3,2,0.14285714285714285,1,0,0.543661971830986,0.021657183499288763
3,80,2,1,1,0.14285714285714285,1,0,0.2300469483568075,0.004160739687055477
4,100,3,3,2,-0.42857142857142855,0,0,-0.4084507042253521,0.0
4,440,4,4,4,-0.42857142857142855,1,0,-0.5211267605633803,0.08890469416785207
4,360,3,5,2,-0.2857142857142857,1,0,2.7652582159624415,0.02965860597439545
4,120,3,2,2,-0.42857142857142855,1,0,-0.5211267605633803,0.008890469416785207
0,86,2,1,1,-0.2857142857142857,1,0,-0.3333333333333333,0.004623044096728307
4,141,4,3,2,0.0,1,0,0.8873239436619719,0.01927453769559033
4,300,2,4,2,-0.42857142857142855,1,1,-0.5211267605633803,0.0
4,60,2,2,2,0.5714285714285714,1,0,0.3183098591549296,0.007467994310099574
4,130,3,3,2,-0.2857142857142857,1,1,0.5586854460093896,0.009068278805120912
1,52,1,1,1,0.7142857142857143,0,1,0.41784037558685444,0.0017780938833570415
4,180,2,3,2,1.4285714285714286,1,0,-0.5211267605633803,0.0
4,65,2,2,1,-0.2857142857142857,1,0,0.08262910798122065,0.0022403982930298723
4,70,3,2,1,0.0,1,0,0.6056338028169014,0.0008890469416785207
4,51,1,1,0,1.1428571428571428,1,1,0.323943661971831,0.004445234708392603
4,305,2,3,0,1.0,1,0,2.7652582159624415,0.023719772403982934
4,23,1,1,1,3.2857142857142856,1,0,-0.07793427230046948,0.002098150782361309
4,72,2,1,0,1.5714285714285714,1,0,0.04225352112676056,0.0
3,140,3,2,0,-0.14285714285714285,1,0,0.7417840375586855,0.010668563300142249
0,210,3,3,3,-0.2857142857142857,1,0,-0.14553990610328638,0.008605974395448081
4,51,1,2,1,0.0,0,1,0.476056338028169,0.0009601706970128024
4,200,4,5,3,-0.2857142857142857,0,0,2.107981220657277,0.0354551920341394
2,43,1,1,0,0.0,1,1,-0.2863849765258216,0.0008890469416785207
4,70,1,2,1,0.0,1,0,0.46854460093896716,0.0037695590327169277
1,56,1,1,1,0.42857142857142855,1,1,0.1568075117370892,0.0017780938833570415
0,154,4,2,3,0.14285714285714285,0,1,1.4976525821596245,0.023008534850640115
4,55,2,2,1,0.2857142857142857,1,0,-0.1643192488262911,0.0
0,136,3,3,2,0.42857142857142855,1,0,-0.3051643192488263,0.008321479374110954
0,80,2,1,0,-0.14285714285714285,1,0,-0.5211267605633803,0.002667140825035562
0,456,4,2,0,-0.42857142857142855,1,0,-0.5211267605633803,0.01849217638691323
4,110,1,1,1,-0.42857142857142855,1,0,-0.5211267605633803,0.008890469416785207
4,36,1,1,1,1.1428571428571428,1,0,-0.1643192488262911,0.0021337126600284497
0,260,4,5,0,2.5714285714285716,0,0,1.2816901408450705,0.004907539118065434
4,67,2,2,1,-0.2857142857142857,1,0,0.6525821596244131,0.009068278805120912
2,360,5,3,6,-0.42857142857142855,1,1,-0.5211267605633803,0.007005689900426743
4,145,2,2,1,-0.42857142857142855,1,0,-0.5211267605633803,0.006756756756756757
0,502,4,3,4,-0.42857142857142855,1,0,-0.5211267605633803,0.015504978662873401
4,153,4,3,3,0.0,1,0,1.8262910798122065,0.02489331436699858
3,120,3,2,0,0.2857142857142857,1,1,0.39906103286384975,0.005761024182076815
4,105,3,3,1,0.2857142857142857,1,0,0.39906103286384975,0.0
3,65,2,2,0,-0.14285714285714285,0,0,-0.38028169014084506,0.0029871977240398294
4,680,4,5,8,-0.42857142857142855,1,0,-0.5211267605633803,0.007716927453769559
4,315,4,5,5,2.4285714285714284,0,0,1.8262910798122065,0.03556187766714083
4,76,2,2,2,0.0,1,1,0.323943661971831,0.0
4,131,3,2,2,0.42857142857142855,0,1,0.7934272300469484,0.0189900426742532
2,65,2,1,1,-0.14285714285714285,1,0,-0.39436619718309857,0.0007823613086770982
3,86,2,1,0,0.0,1,1,0.41784037558685444,0.00729018492176387
3,140,3,2,1,0.7142857142857143,1,0,1.5446009389671362,0.011770981507823615
4,900,4,9,8,-0.2857142857142857,1,0,-0.5211267605633803,0.20270270270270271
4,330,3,3,5,-0.42857142857142855,1,0,-0.5211267605633803,0.04270981507823614
1,63,1,1,0,0.42857142857142855,1,1,0.13615023474178403,0.0008534850640113799
0,70,3,1,2,-0.14285714285714285,1,0,-0.3051643192488263,0.0
3,28,1,1,0,0.7142857142857143,1,0,-0.09577464788732394,0.0
4,67,3,2,1,1.8571428571428572,1,0,0.04225352112676056,0.006401137980085349
4,50,1,1,0,-0.2857142857142857,1,0,-0.03380281690140845,0.0009957325746799432
4,172,4,3,1,-0.42857142857142855,1,0,-0.5211267605633803,0.004054054054054054
2,68,3,2,1,0.14285714285714285,1,1,0.02910798122065728,0.0019914651493598864
4,128,2,3,3,0.8571428571428571,1,0,1.3568075117370892,0.017780938833570414
3,120,3,1,1,-0.42857142857142855,1,0,-0.5211267605633803,0.0023826458036984356
4,73,3,2,1,1.2857142857142858,1,0,0.3455399061032864,0.006081081081081081
3,90,2,2,1,-0.14285714285714285,0,0,0.7830985915492957,0.01500711237553343
4,113,3,2,2,0.7142857142857143,1,0,1.1220657276995305,0.012766714082503558
4,40,1,1,1,0.8571428571428571,0,0,-0.107981220657277,0.003556187766714083
2,70,2,1,0,-0.2857142857142857,1,1,-0.19248826291079812,0.004267425320056899
3,33,1,1,0,0.7142857142857143,0,1,0.04225352112676056,0.003556187766714083
4,480,4,4,6,-0.42857142857142855,1,0,-0.5211267605633803,0.03556187766714083
4,138,3,2,1,0.5714285714285714,0,0,1.3568075117370892,0.008463726884779517
4,170,3,3,1,0.42857142857142855,1,0,0.6995305164319249,0.007112375533428166
4,98,3,2,1,0.2857142857142857,1,1,0.9061032863849765,0.0
4,227,4,3,3,1.0,1,1,3.2347417840375585,0.060455192034139404
4,54,2,1,1,-0.42857142857142855,1,0,0.04225352112676056,0.004587482219061167
4,48,2,1,1,1.0,1,0,-0.17370892018779344,0.0
3,81,2,2,1,0.7142857142857143,1,1,0.056338028169014086,0.008001422475106686
2,95,2,1,1,0.0,1,0,-0.23943661971830985,0.002453769559032717
4,85,2,2,1,0.42857142857142855,0,1,0.27699530516431925,0.002524893314366999
4,234,3,5,4,-0.42857142857142855,1,1,-0.5211267605633803,0.014224751066856332
4,30,1,1,0,-0.42857142857142855,1,0,-0.5211267605633803,0.0007467994310099574
3,500,5,5,2,1.1428571428571428,1,1,1.8262910798122065,0.01632290184921764
3,64,2,1,0,-0.42857142857142855,0,0,-0.5211267605633803,0.0027738264580369847
3,70,2,2,0,-0.14285714285714285,1,0,0.37089201877934275,0.004445234708392603
3,290,3,3,1,0.8571428571428571,1,0,0.9812206572769953,0.030334281650071127
4,70,2,1,1,-0.2857142857142857,0,1,0.13896713615023473,0.012339971550497868
4,580,6,6,6,-0.42857142857142855,1,0,-0.5211267605633803,0.07411095305832148
2,55,1,1,0,1.5714285714285714,1,0,0.13615023474178403,0.001031294452347084
4,190,4,4,2,-0.42857142857142855,0,0,-0.5211267605633803,0.007930298719772405
3,27,1,1,0,1.2857142857142858,1,1,-0.19248826291079812,0.0023826458036984356
4,190,3,3,4,-0.42857142857142855,1,1,1.1690140845070423,0.027738264580369845
4,68,1,2,1,1.1428571428571428,1,0,0.6056338028169014,0.003556187766714083
2,120,3,2,1,-0.14285714285714285,1,0,-0.5211267605633803,0.0008890469416785207
4,110,3,2,1,1.0,1,0,0.41784037558685444,0.0
4,82,2,2,0,0.0,0,0,0.0892018779342723,0.00017780938833570413
4,298,4,4,1,-0.42857142857142855,1,0,-0.5211267605633803,0.0
0,153,4,2,2,-0.2857142857142857,1,0,0.41784037558685444,0.015149359886201993
4,400,4,6,5,-0.42857142857142855,1,0,-0.5211267605633803,0.034992887624466576
1,46,1,1,0,-0.14285714285714285,1,0,-0.09859154929577464,0.0004978662873399716
0,70,2,2,1,0.14285714285714285,0,1,0.7511737089201878,0.008890469416785207
4,192,3,3,2,-0.42857142857142855,1,0,-0.5211267605633803,0.0
4,215,3,4,4,0.42857142857142855,1,0,2.1633802816901406,0.030761024182076817
4,750,7,6,5,-0.42857142857142855,1,1,-0.5211267605633803,0.01987908961593172
4,280,3,3,5,-0.42857142857142855,1,0,-0.5211267605633803,7.112375533428166e-05
2,40,1,1,1,1.1428571428571428,1,1,0.6995305164319249,0.0024182076813655763
3,400,3,4,2,1.2857142857142858,1,0,3.0469483568075115,0.06522048364153628
3,43,1,1,0,0.5714285714285714,1,0,-0.5201877934272301,0.002667140825035562
4,56,1,1,0,-0.42857142857142855,0,0,-0.5211267605633803,0.0017069701280227599
4,90,2,2,1,-0.42857142857142855,1,0,0.37934272300469485,0.0023826458036984356
4,75,3,2,1,1.1428571428571428,0,0,0.39906103286384975,0.0038762446657183503
4,386,4,6,4,-0.42857142857142855,1,0,5.769953051643192,0.023719772403982934
2,180,4,1,1,-0.42857142857142855,1,0,-0.5201877934272301,0.013335704125177811
1,53,2,1,1,-0.42857142857142855,1,0,-0.2544600938967136,0.001458036984352774
1,20,1,1,0,-0.2857142857142857,0,0,-0.323943661971831,0.00032005689900426745
4,280,3,5,3,-0.42857142857142855,1,0,-0.5211267605633803,0.0
2,30,1,1,0,0.0,0,0,-0.2863849765258216,0.0010668563300142249
4,169,3,4,3,0.8571428571428571,1,0,1.1690140845070423,0.020981507823613087
4,70,2,2,1,-0.2857142857142857,1,0,-0.25821596244131456,0.004907539118065434
4,60,2,2,1,0.7142857142857143,1,0,0.13615023474178403,0.002098150782361309
1,214,3,3,2,-0.2857142857142857,1,0,1.371830985915493,0.008072546230440968
4,254,4,4,3,0.5714285714285714,1,1,0.6995305164319249,0.016998577524893317
3,120,3,1,0,0.0,0,0,0.2300469483568075,0.008321479374110954
3,108,2,2,1,0.5714285714285714,0,1,0.6995305164319249,0.01244665718349929
3,140,3,2,1,0.5714285714285714,1,0,0.7934272300469484,0.008890469416785207
4,18,1,1,0,-0.42857142857142855,1,0,-0.5211267605633803,0.0
2,144,3,2,1,0.14285714285714285,1,1,0.8403755868544601,0.009566145092460883
4,57,1,1,0,0.14285714285714285,1,1,-0.23943661971830985,0.0006045519203413941
4,63,2,2,1,2.0,1,0,0.2140845070422535,0.0009601706970128024
4,300,3,4,3,0.5714285714285714,1,1,2.295774647887324,0.044452347083926036
4,390,4,5,4,-0.42857142857142855,1,1,-0.5211267605633803,0.02788051209103841
4,65,2,1,1,0.0,1,0,-0.22535211267605634,0.001671408250355619
4,73,2,2,1,1.4285714285714286,1,0,0.13615023474178403,0.005334281650071124
4,138,3,1,0,-0.42857142857142855,1,0,-0.5211267605633803,0.015825035561877667
4,70,2,2,0,0.42857142857142855,1,0,0.323943661971831,0.0017780938833570415
2,42,1,1,0,0.0,1,1,-0.38028169014084506,0.0
1,200,3,2,3,-0.42857142857142855,1,0,-0.5211267605633803,0.005440967283072547
4,220,3,4,3,1.1428571428571428,1,1,2.5774647887323945,0.03556187766714083
4,35,1,1,0,-0.2857142857142857,0,0,-0.2863849765258216,0.0
4,69,3,2,0,0.5714285714285714,1,1,0.0892018779342723,0.006578947368421053
4,50,1,1,0,-0.42857142857142855,0,0,-0.5211267605633803,0.0
4,190,4,4,3,1.1428571428571428,1,1,1.628169014084507,0.030583214793741112
4,55,2,1,1,-0.2857142857142857,1,0,-0.19342723004694837,0.0
1,80,3,1,4,-0.42857142857142855,1,0,-0.5211267605633803,0.0
4,480,4,7,5,-0.42857142857142855,1,0,-0.5211267605633803,0.044452347083926036
4,30,1,1,1,0.2857142857142857,1,1,-0.051643192488262914,0.0029871977240398294
4,720,4,5,4,-0.42857142857142855,1,0,-0.5211267605633803,0.11379800853485066
4,90,2,1,0,-0.14285714285714285,1,0,0.06291079812206572,0.007539118065433855
4,100,2,1,3,-0.42857142857142855,0,0,-0.5211267605633803,0.013442389758179234
4,100,2,3,2,0.14285714285714285,1,0,1.1690140845070423,0.007432432432432433
3,170,4,5,0,1.0,1,0,0.6056338028169014,0.02272403982930299
3,124,3,2,2,0.7142857142857143,0,1,0.6525821596244131,0.008890469416785207
4,80,2,2,1,-0.42857142857142855,0,0,-0.5211267605633803,0.002667140825035562
1,70,2,1,2,-0.42857142857142855,1,0,-0.5211267605633803,0.002489331436699858
4,500,4,4,5,-0.42857142857142855,1,1,-0.5211267605633803,0.033214793741109534
3,84,3,1,1,-0.2857142857142857,1,0,0.04225352112676056,0.002027027027027027
1,55,2,1,1,0.0,1,0,-0.1596244131455399,0.0007112375533428165
4,180,3,2,2,1.1428571428571428,1,0,2.0610328638497655,0.025960170697012803
4,68,2,1,0,1.2857142857142858,1,0,-0.07981220657276995,0.0017780938833570415
4,234,4,3,3,0.42857142857142855,1,0,2.0028169014084507,0.01504267425320057
3,185,3,2,2,-0.14285714285714285,0,0,1.1314553990610328,0.0
1,75,2,1,1,-0.14285714285714285,1,0,0.107981220657277,0.004302987197724041
0,65,2,2,1,-0.14285714285714285,1,0,-0.23943661971830985,0.002702702702702703
4,253,3,3,4,0.0,1,0,2.4572769953051643,0.04000711237553343
4,440,4,4,4,1.1428571428571428,1,1,4.15962441314554,0.10131578947368422
3,110,3,2,1,0.7142857142857143,1,0,0.8760563380281691,0.006756756756756757
4,350,4,6,6,-0.42857142857142855,1,1,-0.5211267605633803,0.048613086770981515
2,83,3,2,1,1.1428571428571428,1,0,0.18309859154929578,0.0035917496443812237
4,253,4,5,3,1.8571428571428572,1,0,1.4507042253521127,0.0
4,140,3,3,2,-0.42857142857142855,1,0,-0.5211267605633803,0.0
4,120,3,4,2,-0.42857142857142855,1,0,-0.3455399061032864,0.005298719772403983
4,114,4,4,2,0.42857142857142855,1,0,0.5258215962441315,0.011415362731152207
3,97,3,2,0,0.2857142857142857,1,0,0.323943661971831,0.009601706970128023
3,50,1,1,1,-0.14285714285714285,1,0,-0.3615023474178404,0.0
3,89,3,1,1,0.5714285714285714,1,0,0.5117370892018779,0.0032005689900426746
4,250,3,4,5,-0.42857142857142855,1,0,-0.5211267605633803,0.017780938833570414
4,67,1,1,1,-0.2857142857142857,0,0,-0.5211267605633803,0.0
2,143,3,2,3,0.8571428571428571,1,1,1.3098591549295775,0.024822190611664297
0,80,1,2,0,-0.14285714285714285,1,0,-0.38028169014084506,0.0024182076813655763
4,65,3,1,1,0.5714285714285714,1,0,0.030985915492957747,0.004089615931721195
2,78,2,1,0,-0.2857142857142857,1,0,-0.25821596244131456,0.0011379800853485065
4,87,3,2,0,0.42857142857142855,1,0,0.6845070422535211,0.008214793741109531
1,84,3,1,1,0.0,1,0,0.37089201877934275,0.005227596017069702
1,65,2,2,1,0.14285714285714285,0,0,-0.13427230046948357,0.0016002844950213373
4,110,2,2,0,0.7142857142857143,1,1,0.21220657276995306,0.0051920341394025606
4,120,2,2,3,0.8571428571428571,1,0,1.7784037558685446,0.020448079658605976
2,47,1,1,1,0.0,0,1,-0.14553990610328638,0.0
3,90,2,2,2,0.0,1,1,0.5117370892018779,0.007112375533428166
4,216,3,5,0,1.5714285714285714,0,1,2.483568075117371,0.053342816500711245
4,240,3,4,4,-0.42857142857142855,0,0,-0.5211267605633803,0.013157894736842106
4,288,3,3,3,0.7142857142857143,1,0,2.3258215962441313,0.04605263157894737
4,145,2,2,1,-0.2857142857142857,1,1,0.8525821596244132,0.0
4,63,2,2,1,1.1428571428571428,0,0,-0.09577464788732394,0.005298719772403983
4,160,3,3,1,-0.2857142857142857,1,0,2.107981220657277,0.016002844950213372
2,60,2,1,1,0.0,1,0,-0.11267605633802817,0.0010668563300142249
2,43,1,1,1,1.5714285714285714,1,0,0.5117370892018779,0.0023826458036984356
1,82,3,2,1,0.42857142857142855,1,0,0.2535211267605634,0.005049786628733998
3,65,2,2,1,-0.14285714285714285,1,0,-0.0215962441314554,0.0017425320056899006
4,150,3,2,5,-0.42857142857142855,1,0,-0.5211267605633803,0.009246088193456615
0,458,8,10,4,-0.42857142857142855,1,0,-0.5211267605633803,0.014900426742532008
4,82,2,1,2,1.0,1,1,1.375586854460094,0.011842105263157895
3,64,2,1,0,0.42857142857142855,0,0,0.37089201877934275,0.004445234708392603
4,442,5,6,6,-0.42857142857142855,1,0,-0.5211267605633803,0.046266002844950214
2,84,2,1,0,0.0,1,0,-0.051643192488262914,0.0025960170697012803
4,120,2,2,2,2.7142857142857144,0,1,0.7934272300469484,0.013335704125177811
4,210,4,4,4,0.14285714285714285,0,0,2.1615023474178403,0.052631578947368425
4,340,4,5,3,1.7142857142857142,0,1,2.7830985915492956,0.045768136557610244
4,190,2,2,4,-0.42857142857142855,1,0,-0.5211267605633803,0.0
2,170,3,3,2,-0.42857142857142855,1,0,-0.5211267605633803,0.007432432432432433
3,69,2,1,1,0.8571428571428571,1,1,-0.051643192488262914,0.0019914651493598864
4,130,3,2,1,1.4285714285714286,1,0,0.9812206572769953,0.007112375533428166
3,28,1,1,0,-0.14285714285714285,1,0,-0.3333333333333333,0.0
2,44,1,2,0,0.0,1,0,-0.38967136150234744,0.003556187766714083
4,200,3,3,0,-0.42857142857142855,1,0,-0.5211267605633803,0.002524893314366999
4,260,2,3,4,-0.42857142857142855,1,0,-0.5211267605633803,0.005049786628733998
4,65,3,2,1,1.7142857142857142,0,0,-0.051643192488262914,0.001031294452347084
0,38,1,1,0,-0.14285714285714285,0,0,-0.5211267605633803,0.0
0,33,1,1,1,0.0,1,0,-0.3615023474178404,0.00032005689900426745
0,85,3,2,1,-0.14285714285714285,0,0,-0.09859154929577464,0.0030227596017069706
2,34,1,1,1,0.42857142857142855,1,1,-0.352112676056338,0.00021337126600284498
4,60,2,1,1,-0.2857142857142857,1,0,-0.5211267605633803,0.0
4,111,1,2,2,0.8571428571428571,1,0,0.7934272300469484,0.016571834992887627
4,336,3,5,3,-0.42857142857142855,1,1,-0.2403755868544601,0.0073968705547652926
2,90,3,2,2,0.8571428571428571,1,0,-0.11455399061032864,0.004125177809388336
4,290,6,3,4,-0.42857142857142855,1,0,-0.5211267605633803,0.05423186344238976
4,240,4,5,4,0.2857142857142857,1,0,2.295774647887324,0.02965860597439545
4,240,3,4,3,-0.2857142857142857,1,1,4.267605633802817,0.06522048364153628
4,230,5,3,2,-0.42857142857142855,1,1,-0.5211267605633803,0.01034850640113798
4,40,1,1,1,0.0,1,1,0.24882629107981222,0.0
4,200,4,5,3,0.5714285714285714,0,0,2.0610328638497655,0.008890469416785207
4,227,4,4,3,0.5714285714285714,0,1,1.3568075117370892,0.026671408250355622
3,139,3,2,2,-0.2857142857142857,1,0,1.4009389671361503,0.019203413940256046
4,50,2,3,0,-0.42857142857142855,0,0,-0.5211267605633803,0.0029871977240398294
4,65,2,1,1,0.0,1,0,-0.20187793427230047,0.0
2,66,2,1,1,-0.2857142857142857,1,0,-0.2676056338028169,0.0013513513513513514
4,500,4,4,8,1.2857142857142858,1,1,4.173708920187793,0.1849217638691323
4,297,4,4,6,-0.42857142857142855,1,0,-0.5211267605633803,0.013940256045519205
4,1000,4,2,8,-0.42857142857142855,1,0,-0.5211267605633803,0.0830014224751067
1,103,3,2,2,-0.14285714285714285,1,0,0.8873239436619719,0.010384068278805121
